"","GTEX.111VG.0526.SM.5N9BW","GTEX.117XS.0526.SM.5987Q","GTEX.11GSO.0626.SM.5A5LW","GTEX.11NV4.0626.SM.5N9BR","GTEX.132NY.1026.SM.5P9IY","GTEX.13NZ9.1126.SM.5MR37","GTEX.13O21.2226.SM.5MR3L","GTEX.13O3P.0726.SM.5J2OM","GTEX.14ABY.0926.SM.5Q5DY","GTEX.14AS3.0226.SM.5Q5B6","GTEX.14BMU.0226.SM.5S2QA","GTEX.PLZ4.1226.SM.2I5FE","GTEX.R55G.0726.SM.2TC6J","GTEX.WOFL.0726.SM.3MJG4","GTEX.WYBS.1926.SM.3NM8N","GTEX.YFC4.2626.SM.5P9FQ","GTEX.ZLWG.0526.SM.4WWFB","GTEX.ZPCL.0126.SM.4WWC8","GTEX.ZYY3.1926.SM.5GZXS","GTEX.ZZ64.0126.SM.5GZXA"
"ENSG00000196363",2174,1917,2865,2646,2831,3631,2781,2629,2945,2259,2433,2602,751,3219,3724,4346,3821,3167,1917,2988
"ENSG00000221676",1,0,0,0,1,4,2,0,0,2,2,8,1,2,0,0,8,2,0,0
"ENSG00000273473",11,11,34,29,74,38,42,14,40,51,12,81,10,66,35,72,26,43,8,14
"ENSG00000223729",0,0,0,2,0,4,1,0,2,0,0,0,0,2,0,0,0,1,1,0
"ENSG00000186350",5941,5551,14272,5153,6927,9694,10997,8530,10084,6624,7652,13490,2106,6865,15076,7765,14058,12433,5499,9786
"ENSG00000263897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000223795",0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000228877",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000227150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130635",5654,4691,1034,2719,5165,4707,3706,4204,4432,2526,2447,2623,1404,17656,2074,5204,4450,6018,4389,2725
"ENSG00000204011",8,3,0,4,4,4,0,4,1,4,0,2,0,10,3,2,3,0,7,2
"ENSG00000264877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232355",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160339",21,24,27,8,106,15,121,228,10,50,123,1467,21,26,108,131,381,44,64,100
"ENSG00000085265",474,92,14,242,217,140,97,211,69,39,97,69,25,113,141,570,155,181,52,29
"ENSG00000236403",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000130558",1372,969,117,898,935,2232,2686,2098,1138,806,1068,2328,637,3955,1495,2679,3118,2731,2180,1785
"ENSG00000227958",1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000233936",2,1,0,1,1,0,0,3,4,3,0,0,0,0,1,3,1,2,2,0
"ENSG00000269408",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178243",2,0,0,0,7,0,3,6,3,3,0,0,0,1,0,0,0,0,0,1
"ENSG00000235572",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"ENSG00000224682",5,7,4,0,8,7,3,1,2,1,4,4,0,15,0,2,3,0,7,0
"ENSG00000225361",191,183,271,191,356,305,120,108,259,267,82,309,40,314,280,422,145,95,137,148
"ENSG00000196422",1952,1868,3729,1786,3059,2879,2661,2235,2774,1978,1879,3085,485,2054,5678,2812,2796,2978,1534,2597
"ENSG00000160345",133,165,348,155,356,196,326,114,383,124,129,171,34,200,305,227,450,251,135,206
"ENSG00000122140",889,780,1697,1246,1239,1831,1306,1347,1410,1217,1379,1494,378,1238,1875,2306,2160,1874,1145,1312
"ENSG00000226706",25,21,7,45,61,88,54,60,19,56,21,47,15,47,28,117,35,32,32,23
"ENSG00000160349",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122136",5,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,4,0
"ENSG00000122133",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
"ENSG00000237339",0,0,0,8,37,0,1,0,3,2,0,8,0,0,0,12,0,1,21,0
"ENSG00000224045",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"ENSG00000236543",0,3,0,0,0,1,2,0,1,2,1,1,0,0,2,0,0,0,0,1
"ENSG00000204007",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2
"ENSG00000148386",0,0,0,0,0,0,12,0,0,0,1,0,0,0,1,0,1,0,0,1
"ENSG00000165643",0,2,0,0,0,0,2,3,1,2,2,1,0,6,0,0,0,2,0,2
"ENSG00000107147",61,64,12,7,78,65,55,55,25,24,18,99,19,197,41,44,30,19,91,30
"ENSG00000130559",1472,1403,1578,1588,1549,2235,1520,1316,1821,1161,1167,1932,484,2148,1755,2784,1473,1593,1266,1689
"ENSG00000238058",18,6,5,28,16,29,20,30,11,13,15,19,4,14,13,45,16,20,17,9
"ENSG00000130560",2636,1552,1561,2089,2313,2910,2088,1603,2118,1731,1366,1579,575,2521,3087,3064,3515,3150,1943,2144
"ENSG00000148411",1533,1433,1669,1475,2040,2825,2094,2085,1936,1441,1712,2070,645,3117,3364,2230,3115,2658,1555,2925
"ENSG00000260193",42,30,25,30,51,60,26,10,56,52,42,48,3,11,69,61,30,26,38,18
"ENSG00000238227",2024,918,1968,1891,1787,2761,1596,1047,1484,1275,1915,1630,489,2107,2862,2915,2162,2528,1561,1732
"ENSG00000107187",0,0,0,2,0,1,3,1,0,1,0,2,2,2,0,1,2,0,1,1
"ENSG00000165661",1744,1952,3104,3880,3491,4489,2853,2833,2240,2983,2387,4440,1039,2748,2768,7632,2721,1958,2229,2579
"ENSG00000264527",366,385,1290,559,554,578,184,229,370,682,107,579,25,491,541,781,110,123,124,89
"ENSG00000267845",0,1,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,1
"ENSG00000160360",2051,1487,872,1705,1507,1792,1345,2248,1432,1239,977,1056,362,2712,3012,2016,1523,1573,1333,1515
"ENSG00000213221",502,297,239,470,488,771,374,356,314,222,334,182,133,573,451,561,577,465,356,306
"ENSG00000187796",230,85,4,418,109,402,71,48,139,68,178,49,88,54,50,1184,162,123,139,65
"ENSG00000165684",2119,1894,2885,2456,2804,3870,2691,3956,1752,2092,1559,2170,668,2959,2530,5040,2140,2501,1704,2010
"ENSG00000165689",2505,1366,1215,3530,2878,4829,2728,3150,1946,2922,1970,1979,851,3199,2423,6150,2561,2642,2422,2096
"ENSG00000165688",3320,2044,2921,3888,3885,4662,4233,4373,2916,3152,2858,3223,1093,4373,5152,6598,5141,4296,2873,4089
"ENSG00000148384",3486,2297,2227,2854,4664,4877,3202,4119,2166,2572,2135,2984,854,5618,3485,4944,2662,2360,2222,2072
"ENSG00000148396",5899,5615,7161,7697,8068,8720,9170,8564,7604,4463,7517,6674,2211,9240,10523,12379,10022,9157,4878,9016
"ENSG00000196366",86,40,272,72,234,248,147,134,90,257,71,198,29,173,143,307,143,171,97,84
"ENSG00000148400",8075,3187,2989,5855,7731,10598,5503,6866,4607,4282,5096,4201,1864,9332,5058,11209,5832,7197,5204,6025
"ENSG00000263403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227512",4,2,0,12,1,16,2,4,7,3,0,3,2,12,17,12,4,10,11,0
"ENSG00000265181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237886",260,223,574,126,228,344,216,289,242,323,50,231,25,243,281,250,212,193,160,86
"ENSG00000252440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228401",98,35,26,58,72,56,89,94,59,57,17,81,10,88,145,25,67,54,57,32
"ENSG00000172889",10289,4294,4094,5492,10282,7843,6673,10912,4707,5675,3499,5767,1651,15290,11789,7416,7121,7744,8483,5515
"ENSG00000199161",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0
"ENSG00000169692",3035,2419,4260,2910,3041,3416,3725,2296,3450,2260,2764,3362,682,2499,8767,3613,4467,4979,2830,3454
"ENSG00000221693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000165716",1102,718,874,904,1101,783,941,1016,1224,844,449,556,231,949,1223,925,1072,765,860,754
"ENSG00000233016",3541,2035,4018,3267,3191,3742,2151,3565,3798,3548,1577,5289,917,3552,5817,4825,2549,2411,4051,2556
"ENSG00000187922",1578,693,221,1508,662,2266,1538,2690,1540,1577,1037,1457,579,1175,3844,3905,1454,1101,1285,600
"ENSG00000267206",437,51,71,205,70,597,690,1090,34,121,313,272,104,412,599,169,711,687,158,393
"ENSG00000204001",97,139,131,185,641,123,109,19,300,377,377,162,53,94,206,419,35,41,59,20
"ENSG00000177984",4,2,4,0,0,0,0,2,0,0,5,2,0,1,1,4,2,0,0,1
"ENSG00000224662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244187",2194,1985,3475,2534,3167,2348,3934,1524,3203,1225,2110,2728,551,1731,7741,2936,4477,4165,4625,3255
"ENSG00000213213",285,341,603,369,383,329,222,388,299,294,89,409,85,324,436,458,237,194,165,135
"ENSG00000228544",173,294,431,318,629,317,481,165,430,80,117,195,59,397,438,378,362,176,175,282
"ENSG00000196642",7296,5207,8725,8967,8966,11667,8980,7659,6746,6040,6152,8553,2210,9821,13234,14171,9342,8390,6843,7178
"ENSG00000213212",12,13,13,8,14,15,17,37,16,21,7,59,4,12,13,38,8,8,9,18
"ENSG00000265806",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000232434",121,103,71,143,133,123,63,58,83,102,81,95,15,112,45,220,73,97,104,53
"ENSG00000054148",5630,3629,4631,6650,8363,5627,5673,3816,4926,3267,3955,4229,1105,5849,10437,7380,7159,6377,5560,4156
"ENSG00000177943",3599,3422,4938,3818,8772,5254,4660,5842,2281,5149,3953,8506,1134,4259,8731,8029,3852,3990,3161,2023
"ENSG00000107223",8466,8237,10652,11519,12876,12879,12102,7631,12784,5917,8833,8318,2678,10385,19672,15461,16739,12426,10323,13321
"ENSG00000127191",1730,1309,2123,2357,2016,3302,1533,1212,1858,1496,1476,1818,446,1680,3067,4544,1492,1998,1519,1069
"ENSG00000266507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213590",6,14,15,36,15,18,10,7,3,23,3,11,3,16,14,40,15,9,3,13
"ENSG00000260190",9,7,2,15,11,21,5,4,6,5,10,8,8,15,8,18,11,17,5,13
"ENSG00000159069",9789,4804,6753,10367,9301,14469,10776,7331,7118,5221,8130,6582,2703,10267,14655,16115,11294,11690,12211,9420
"ENSG00000176919",64,52,66,94,106,124,74,36,51,97,25,65,6,51,57,106,43,61,66,33
"ENSG00000184925",6641,6155,11124,4608,12430,5324,6294,8085,6219,5036,1942,9962,1342,6079,12916,8351,2589,5518,5776,4110
"ENSG00000198454",0,0,1,0,2,0,1,1,0,2,0,0,0,0,0,0,2,4,2,4
"ENSG00000238268",38,10,7,49,31,24,16,17,4,5,8,14,7,5,44,24,33,15,15,11
"ENSG00000107317",6148,2074,87,12459,467,5091,2346,434,1107,2050,4056,2581,3039,2093,3565,20075,2529,1605,4081,1156
"ENSG00000214402",194,43,1,364,17,167,40,12,15,51,86,23,198,100,90,1626,45,39,78,64
"ENSG00000148362",4785,2096,1790,5720,4188,5529,2989,3037,2447,2982,2790,1703,777,3549,5107,7377,3530,3406,3489,2362
"ENSG00000169583",1338,4446,10763,6489,9505,2224,11244,1365,10873,1762,6365,1246,869,1748,11835,7263,7652,15163,1480,5122
"ENSG00000107331",10754,11537,17504,14481,19351,13805,16447,11216,18638,10755,7671,8591,3664,16145,19759,24856,12662,12747,7726,7373
"ENSG00000180539",133,41,99,155,165,175,226,40,86,55,224,33,122,75,43,662,97,99,102,69
"ENSG00000180549",115,10,14,450,60,157,30,28,21,43,173,16,38,26,7,613,50,49,33,9
"ENSG00000235117",156,38,34,186,141,120,113,38,64,41,65,28,41,110,46,366,53,37,67,55
"ENSG00000107281",12686,4467,1995,7016,10918,8872,8280,12738,5865,4021,4051,4897,2512,16560,8254,11982,6702,7056,8033,7064
"ENSG00000054179",158,81,20,148,42,131,90,44,243,85,30,60,16,66,84,100,124,59,53,62
"ENSG00000236394",0,0,0,8,0,2,2,0,1,0,0,0,0,4,6,0,0,1,1,4
"ENSG00000229257",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"ENSG00000186193",36,22,13,229,44,158,38,9,58,14,122,22,44,109,52,361,38,52,44,19
"ENSG00000197355",4087,2415,2591,2381,2701,4747,3156,1600,1643,3626,2552,5972,1086,2835,3261,5594,2419,2938,3566,2429
"ENSG00000268996",20,18,61,15,15,8,20,0,19,8,12,1,0,15,17,23,66,29,16,18
"ENSG00000177239",4575,3522,5634,5727,5490,7433,5714,3702,4630,4492,4238,4750,1597,6179,7208,9788,5353,5991,4604,5025
"ENSG00000199411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176978",9483,7631,14368,10050,11713,14767,11258,8423,10000,7810,8327,9241,2591,10539,15381,18576,10701,10644,10117,8754
"ENSG00000238824",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000176884",9,18,20,70,34,68,42,26,17,11,12,17,23,29,9,192,8,16,11,10
"ENSG00000184709",3,0,0,3,2,2,0,12,0,2,0,2,2,1,0,4,1,2,2,2
"ENSG00000263697",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000185863",3,0,0,1,2,0,2,0,1,0,0,0,1,4,1,4,0,0,0,0
"ENSG00000176248",4851,3249,3103,5989,4926,6432,4660,4953,3301,3415,3112,3511,1443,5631,4479,8783,4330,3816,4095,3892
"ENSG00000176101",1753,1271,2047,2535,2190,3013,2275,1343,1981,1480,1967,1657,576,2328,3805,3562,3394,3256,1691,1844
"ENSG00000176058",643,559,1225,801,830,1483,691,769,695,658,636,782,215,719,1313,1129,738,869,596,555
"ENSG00000187713",1263,1093,1856,1684,1587,2196,1829,972,2475,1232,1542,1816,374,1476,2673,2656,2478,2230,1503,1771
"ENSG00000188566",1457,1025,1439,1994,2116,2899,1887,1455,1134,1104,1533,1485,572,2374,2197,3999,1601,1611,1435,1382
"ENSG00000212864",645,543,1005,849,1067,1033,571,652,1013,743,381,550,137,517,1176,826,680,735,399,357
"ENSG00000197191",90,170,208,208,401,204,173,69,213,110,48,109,27,146,191,214,124,116,96,67
"ENSG00000233198",42,148,71,105,133,127,111,57,90,61,37,78,19,79,101,122,34,42,28,39
"ENSG00000198569",23,124,81,73,103,104,95,41,83,54,40,59,14,66,31,98,22,33,26,24
"ENSG00000188229",5242,3091,2462,5067,8223,4704,15923,3199,4226,3351,17726,1798,2286,5586,8608,6153,29487,26585,1641,19587
"ENSG00000188163",56,20,52,60,60,78,10,32,98,57,24,102,6,61,48,91,16,53,15,11
"ENSG00000197768",290,274,345,110,348,378,232,199,352,399,51,319,52,310,246,402,150,90,137,74
"ENSG00000188986",3900,3148,4428,4519,3766,5618,4466,2920,4272,2835,3684,3859,1220,4889,6827,6510,4659,5007,3114,3375
"ENSG00000198113",940,614,1540,1109,893,1509,992,465,649,869,1677,590,343,904,1555,1904,1477,1853,961,752
"ENSG00000270259",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000260996",40,18,29,31,15,30,28,11,20,10,41,12,6,50,13,17,52,43,19,52
"ENSG00000198435",2570,1189,432,1280,1469,1022,475,641,2069,895,439,486,137,952,567,575,636,756,682,414
"ENSG00000187609",2863,3088,3714,2315,3533,2700,2617,3056,2417,2862,1074,2979,599,4387,4408,3556,2293,1879,2078,1791
"ENSG00000272272",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"ENSG00000188747",1469,1432,2506,1749,2179,2038,1978,1812,1924,1403,799,1197,310,1613,3491,2681,1385,1524,1109,1319
"ENSG00000188833",222,149,37,160,222,84,21,6,59,32,19,31,16,13,206,90,89,103,56,36
"ENSG00000165802",4817,3755,5722,5183,6972,7166,6519,7363,3646,3837,3155,4223,1718,7032,9721,7848,5544,8282,4283,6824
"ENSG00000130653",5868,5831,11790,4901,5627,5118,4975,5544,5553,8997,2599,12232,1962,4410,6753,7697,2867,2605,4175,3477
"ENSG00000263933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182154",3572,2400,1850,2514,3083,2805,2438,1657,2513,2468,2372,1665,727,2215,3485,7356,3754,3295,3827,1805
"ENSG00000148399",3201,2879,3083,3625,4360,4992,2598,3944,2507,4111,2074,4038,995,4413,4150,7407,2527,2088,3392,2154
"ENSG00000165724",921,646,744,1531,1121,1816,959,1343,889,922,677,839,302,1206,1467,2197,1087,1016,876,690
"ENSG00000197070",5810,3340,3889,7033,6497,7170,4883,5598,3276,3813,3638,4929,1594,5319,6845,11815,4367,4400,4586,4919
"ENSG00000203993",1568,1043,1629,1953,2064,2234,1782,1621,1419,1041,924,1290,464,2260,2693,2965,1686,1420,1590,1318
"ENSG00000181090",3695,2818,4986,4922,4922,6531,5200,4454,4968,3437,4447,4260,1649,5240,6513,8762,6982,6425,3366,5491
"ENSG00000233998",3,1,0,0,0,3,2,0,3,1,1,7,2,0,0,5,2,4,0,1
"ENSG00000255585",15,7,0,12,12,6,14,14,4,8,8,11,9,9,4,15,11,5,2,9
"ENSG00000207693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203987",1,0,0,1,2,2,1,0,1,0,0,1,0,0,0,1,1,0,1,1
"ENSG00000148408",148,131,17,130,285,55,101,40,293,367,17,220,47,27,111,319,137,50,107,28
"ENSG00000229926",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0
"ENSG00000159247",119,100,2,278,193,107,120,6,458,10,57,246,20,116,145,251,132,6,140,39
"ENSG00000237419",8,11,0,2,0,6,6,8,13,0,3,24,2,6,8,2,4,14,4,11
"ENSG00000233013",9,13,0,2,5,9,10,3,8,2,4,7,2,8,6,16,6,3,7,2
"ENSG00000223256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173876",13,17,53,120,100,295,75,35,46,322,36,161,36,115,114,16,84,62,17,30
"ENSG00000232420",0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000015171",5028,7444,11931,5789,9926,8989,9981,8194,16349,5767,5658,13858,1692,7986,13898,8604,12864,10011,6446,10739
"ENSG00000212331",0,0,0,3,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000151240",1714,1158,1487,957,1438,1757,1737,1324,1736,1240,946,2011,380,1835,1785,1444,2086,1798,2013,1983
"ENSG00000201861",0,0,1,1,2,0,1,3,0,0,0,1,1,0,1,1,1,0,2,2
"ENSG00000239822",0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0
"ENSG00000233021",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ENSG00000225140",4,2,1,0,2,0,4,4,0,2,2,2,0,2,2,0,6,0,6,2
"ENSG00000263511",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180525",34,16,3,18,39,8,13,25,22,13,9,90,2,64,15,15,33,27,60,11
"ENSG00000242357",1,0,0,1,2,0,3,2,0,4,0,3,0,0,0,0,0,0,3,0
"ENSG00000272992",14,0,0,14,7,24,3,6,6,22,6,24,0,6,3,59,9,8,22,4
"ENSG00000231601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107929",4499,3470,6042,5105,5534,5686,5685,6878,5687,3987,3384,5798,1368,4719,6274,7817,5513,4685,3723,5839
"ENSG00000229869",0,0,7,0,0,2,5,0,1,3,1,0,0,1,6,4,1,0,2,1
"ENSG00000205740",31,28,30,24,58,39,26,37,33,64,16,153,5,42,44,48,8,10,30,19
"ENSG00000107937",1248,1043,1343,2036,1909,2213,2045,2052,2030,1337,1812,1644,626,2606,2114,3431,3520,2341,1581,2948
"ENSG00000148377",0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,2,1,4
"ENSG00000232656",0,0,1,4,0,0,0,6,1,0,0,0,0,7,1,2,1,0,1,3
"ENSG00000067064",1371,1338,1539,2979,2262,1735,2124,1717,3134,1138,1970,1906,669,4673,3226,3766,3131,2234,1934,2215
"ENSG00000238924",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000047056",1826,1381,1942,2624,2739,3203,2529,2910,2226,2067,1885,2610,748,2177,2683,5044,2751,1951,1960,2237
"ENSG00000229205",0,0,0,0,2,24,0,4,0,0,2,0,0,0,12,0,0,0,4,2
"ENSG00000185736",8,6,0,8,26,71,61,65,0,63,82,41,23,18,17,399,25,24,33,12
"ENSG00000233052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205696",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234556",0,0,4,0,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234170",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ENSG00000264261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237500",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231743",0,0,0,0,4,0,0,2,4,2,0,2,4,0,0,0,2,0,0,0
"ENSG00000234182",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273001",54,230,80,131,181,94,109,94,137,113,75,185,21,86,316,147,112,98,41,114
"ENSG00000067057",2616,4931,4290,5148,7810,6243,7503,4692,8228,3747,6182,5820,1693,8269,12629,8159,11600,5857,3454,9050
"ENSG00000107959",5283,5334,6325,6156,6585,8644,7971,8786,6707,7094,4784,8096,1804,10076,10631,11496,7622,6102,5863,9014
"ENSG00000237399",22,44,20,34,36,51,49,85,31,56,37,38,20,67,31,79,37,31,29,40
"ENSG00000236968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226762",0,1,0,0,0,4,1,2,6,3,1,0,0,0,0,0,0,7,0,0
"ENSG00000227338",1,2,0,0,0,0,1,0,0,2,0,0,0,0,8,1,4,4,3,1
"ENSG00000233321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000236892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229672",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000228353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000067082",25638,24908,2021,17757,10683,7539,16404,15123,12122,3485,4987,9110,2985,29678,8520,11022,16528,9490,9757,25837
"ENSG00000230573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226005",9,14,0,0,10,2,4,3,0,1,0,0,2,1,0,2,0,0,7,1
"ENSG00000227101",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000236990",4,2,0,1,0,4,6,1,0,0,0,0,0,0,6,6,2,0,7,4
"ENSG00000233117",61,100,81,25,79,82,234,153,110,204,117,214,99,1177,251,80,77,383,440,238
"ENSG00000224382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"ENSG00000230096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231298",0,0,3,0,1,0,4,0,0,2,0,0,0,25,0,0,2,0,2,1
"ENSG00000225269",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ENSG00000165568",210,93,34,94,181,243,326,190,122,96,155,286,46,359,271,189,251,124,117,263
"ENSG00000151631",1,0,1,0,2,4,5,3,3,0,7,3,1,8,1,27,0,0,2,0
"ENSG00000187134",1689,1955,1438,1149,1355,6524,6075,1778,1472,1109,6011,2809,842,3653,4516,1326,11399,11329,1129,9703
"ENSG00000238840",8,2,2,1,3,4,2,2,2,3,2,5,0,6,6,2,6,3,0,1
"ENSG00000151632",313,2187,217,422,677,2253,3970,484,1758,1152,1717,379,156,1085,3460,342,6644,9307,1053,9103
"ENSG00000224251",10,18,7,10,34,32,74,17,18,4,33,10,7,31,51,23,48,42,20,118
"ENSG00000239148",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"ENSG00000196139",818,879,266,455,602,2765,3507,941,870,713,1544,898,286,2362,1940,867,4511,4688,686,3045
"ENSG00000251740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239142",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"ENSG00000225418",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000196326",0,1,0,2,2,16,0,5,0,2,2,0,2,0,0,9,0,0,2,0
"ENSG00000198610",0,1,0,8,0,3,0,1,0,5,2,4,1,6,3,10,1,2,2,0
